site,source_entries,kind,opcode,target,target_name,classification,confidence
0x5E4D2,main_walls_random_move@0x5E41A,call,bsr.w 0x5f5a0,0x05F5A0,refresh_tile_visual,documented_game_entry,Verified
0x5E672,main_walls_cyclic_move@0x5E62A,call,jsr 0x4ad76.l,0x04AD76,sound_play,documented_game_entry,Verified
0x5E786,main_walls_cyclic_move@0x5E62A,call,bsr.w 0x5e888,0x05E888,pf_floor_draw_xy,documented_game_entry,Verified
0x5E78C,main_walls_cyclic_move@0x5E62A,call,bsr.w 0x5f024,0x05F024,wall_place_playfield_update,documented_game_entry,Verified
0x5E7EC,maze_place_object_types@0x5E7A6,call,bsr.w 0x5e5d2,0x05E5D2,tile_near_screen_d4,documented_game_entry,Verified
0x5E7F8,maze_place_object_types@0x5E7A6,call,bsr.w 0x5f310,0x05F310,mob_place_tile,documented_game_entry,Verified
0x5E852,maze_convert_walls_to_exits@0x5E80C,call,bsr.w 0x5f310,0x05F310,mob_place_tile,documented_game_entry,Verified
0x5E920,pf_floor_draw_xy@0x5E888;pf_floor_update@0x5E892,call,bsr.w 0x5e542,0x05E542,pf_stamp_update_regs,documented_game_entry,Verified
0x5E946,pf_floor_draw_xy@0x5E888;pf_floor_update@0x5E892,call,bsr.w 0x5fc56,0x05FC56,pf_isff_d0,documented_game_entry,Verified
0x5E958,pf_floor_draw_xy@0x5E888;pf_floor_update@0x5E892,call,bsr.w 0x5fc46,0x05FC46,random_word,documented_game_entry,Verified
0x5E986,pf_floor_draw_xy@0x5E888;pf_floor_update@0x5E892,call,bsr.w 0x5ea66,0x05EA66,pf_is_connectable_floor_xy,documented_game_entry,Verified
0x5E998,pf_floor_draw_xy@0x5E888;pf_floor_update@0x5E892,call,bsr.w 0x5ea66,0x05EA66,pf_is_connectable_floor_xy,documented_game_entry,Verified
0x5E9A8,pf_floor_draw_xy@0x5E888;pf_floor_update@0x5E892,call,bsr.w 0x5ea66,0x05EA66,pf_is_connectable_floor_xy,documented_game_entry,Verified
0x5EA0C,maze_floor_decor@0x5EA00,call,bsr.w 0x5e888,0x05E888,pf_floor_draw_xy,documented_game_entry,Verified
0x5EB26,pf_wall_draw@0x5EAB8;pf_wall_draw_stack@0x5EAC2,call,bsr.w 0x5e542,0x05E542,pf_stamp_update_regs,documented_game_entry,Verified
0x5ED46,pf_wall_draw@0x5EAB8;pf_wall_draw_stack@0x5EAC2,call,bsr.w 0x5fc46,0x05FC46,random_word,documented_game_entry,Verified
0x5F248,wall_place_playfield_update@0x5F024,call,bsr.w 0x5fc46,0x05FC46,random_word,documented_game_entry,Verified
0x5F2F6,maze_init_walls@0x5F2C0,call,bsr.w 0x5eab8,0x05EAB8,pf_wall_draw,documented_game_entry,Verified
0x5F36C,mob_place_tile@0x5F310;pf_replace@0x5F31E,call,bsr.w 0x5ddda,0x05DDDA,moblist_remove_and_clear,documented_game_entry,Verified
0x5F376,mob_place_tile@0x5F310;pf_replace@0x5F31E,call,bsr.w 0x5f7f0,0x05F7F0,pf_door_update_surrounding_xy,documented_game_entry,Verified
0x5F38C,mob_place_tile@0x5F310;pf_replace@0x5F31E,call,bsr.w 0x5f5a0,0x05F5A0,refresh_tile_visual,documented_game_entry,Verified
0x5F3DE,mob_place_tile@0x5F310;pf_replace@0x5F31E,call,bsr.w 0x5ddda,0x05DDDA,moblist_remove_and_clear,documented_game_entry,Verified
0x5F3E8,mob_place_tile@0x5F310;pf_replace@0x5F31E,call,bsr.w 0x5f7f0,0x05F7F0,pf_door_update_surrounding_xy,documented_game_entry,Verified
0x5F436,mob_place_tile@0x5F310;pf_replace@0x5F31E,call,bsr.w 0x5f5a0,0x05F5A0,refresh_tile_visual,documented_game_entry,Verified
0x5F48E,mob_place_tile@0x5F310;pf_replace@0x5F31E,call,bsr.w 0x5ddda,0x05DDDA,moblist_remove_and_clear,documented_game_entry,Verified
0x5F498,mob_place_tile@0x5F310;pf_replace@0x5F31E,call,bsr.w 0x5f7f0,0x05F7F0,pf_door_update_surrounding_xy,documented_game_entry,Verified
0x5F4D2,mob_place_tile@0x5F310;pf_replace@0x5F31E,call,bsr.w 0x5f5a0,0x05F5A0,refresh_tile_visual,documented_game_entry,Verified
0x5F530,mob_place_tile@0x5F310;pf_replace@0x5F31E,call,bsr.w 0x5dc58,0x05DC58,mob_create,documented_game_entry,Verified
0x5F54E,mob_place_tile@0x5F310;pf_replace@0x5F31E,call,bsr.w 0x5f876,0x05F876,pf_door_draw_xy,documented_game_entry,Verified
0x5F560,mob_place_tile@0x5F310;pf_replace@0x5F31E,call,jsr 0x462ae.l,0x0462AE,dragon_reserve_footprint_cell,documented_game_entry,Verified
0x5F578,mob_place_tile@0x5F310;pf_replace@0x5F31E,call,jsr 0x462ae.l,0x0462AE,dragon_reserve_footprint_cell,documented_game_entry,Verified
0x5F582,mob_place_tile@0x5F310;pf_replace@0x5F31E,call,jsr 0x462ae.l,0x0462AE,dragon_reserve_footprint_cell,documented_game_entry,Verified
0x5F58E,mob_place_tile@0x5F310;pf_replace@0x5F31E,call,bsr.w 0x5f7f0,0x05F7F0,pf_door_update_surrounding_xy,documented_game_entry,Verified
0x5F612,refresh_tile_visual@0x5F5A0;refresh_tile_visual_stack@0x5F598,call,bsr.w 0x5e542,0x05E542,pf_stamp_update_regs,documented_game_entry,Verified
0x5F63E,refresh_tile_visual@0x5F5A0;refresh_tile_visual_legacy@0x5F644;refresh_tile_visual_stack@0x5F598,call,bsr.w 0x5e888,0x05E888,pf_floor_draw_xy,documented_game_entry,Verified
0x5F662,refresh_tile_visual@0x5F5A0;refresh_tile_visual_legacy@0x5F644;refresh_tile_visual_stack@0x5F598,call,bsr.w 0x5eab8,0x05EAB8,pf_wall_draw,documented_game_entry,Verified
0x5F66A,refresh_tile_visual@0x5F5A0;refresh_tile_visual_legacy@0x5F644;refresh_tile_visual_stack@0x5F598,call,bsr.w 0x5f7f0,0x05F7F0,pf_door_update_surrounding_xy,documented_game_entry,Verified
0x5F676,refresh_tile_visual@0x5F5A0;refresh_tile_visual_legacy@0x5F644;refresh_tile_visual_stack@0x5F598,call,jsr (a2),,,indirect_call,Strong inference
0x5F682,refresh_tile_visual@0x5F5A0;refresh_tile_visual_legacy@0x5F644;refresh_tile_visual_stack@0x5F598,call,bsr.w 0x5eab8,0x05EAB8,pf_wall_draw,documented_game_entry,Verified
0x5F68C,refresh_tile_visual@0x5F5A0;refresh_tile_visual_legacy@0x5F644;refresh_tile_visual_stack@0x5F598,call,jsr (a2),,,indirect_call,Strong inference
0x5F696,refresh_tile_visual@0x5F5A0;refresh_tile_visual_legacy@0x5F644;refresh_tile_visual_stack@0x5F598,call,bsr.w 0x5eab8,0x05EAB8,pf_wall_draw,documented_game_entry,Verified
0x5F6A2,refresh_tile_visual@0x5F5A0;refresh_tile_visual_legacy@0x5F644;refresh_tile_visual_stack@0x5F598,call,bsr.w 0x5e888,0x05E888,pf_floor_draw_xy,documented_game_entry,Verified
0x5F6AC,refresh_tile_visual@0x5F5A0;refresh_tile_visual_legacy@0x5F644;refresh_tile_visual_stack@0x5F598,call,bsr.w 0x5f7f0,0x05F7F0,pf_door_update_surrounding_xy,documented_game_entry,Verified
0x5F6B8,refresh_tile_visual@0x5F5A0;refresh_tile_visual_legacy@0x5F644;refresh_tile_visual_stack@0x5F598,call,jsr (a2),,,indirect_call,Strong inference
0x5F6C4,refresh_tile_visual@0x5F5A0;refresh_tile_visual_legacy@0x5F644;refresh_tile_visual_stack@0x5F598,call,bsr.w 0x5eab8,0x05EAB8,pf_wall_draw,documented_game_entry,Verified
0x5F6D2,refresh_tile_visual@0x5F5A0;refresh_tile_visual_legacy@0x5F644;refresh_tile_visual_stack@0x5F598,call,bsr.w 0x5e888,0x05E888,pf_floor_draw_xy,documented_game_entry,Verified
0x5F6DC,refresh_tile_visual@0x5F5A0;refresh_tile_visual_legacy@0x5F644;refresh_tile_visual_stack@0x5F598,call,jsr (a2),,,indirect_call,Strong inference
0x5F6E6,refresh_tile_visual@0x5F5A0;refresh_tile_visual_legacy@0x5F644;refresh_tile_visual_stack@0x5F598,call,bsr.w 0x5eab8,0x05EAB8,pf_wall_draw,documented_game_entry,Verified
0x5F6F0,refresh_tile_visual@0x5F5A0;refresh_tile_visual_legacy@0x5F644;refresh_tile_visual_stack@0x5F598,call,bsr.w 0x5f7f0,0x05F7F0,pf_door_update_surrounding_xy,documented_game_entry,Verified
0x5F6FA,refresh_tile_visual@0x5F5A0;refresh_tile_visual_legacy@0x5F644;refresh_tile_visual_stack@0x5F598,call,jsr (a2),,,indirect_call,Strong inference
0x5F704,refresh_tile_visual@0x5F5A0;refresh_tile_visual_legacy@0x5F644;refresh_tile_visual_stack@0x5F598,call,bsr.w 0x5eab8,0x05EAB8,pf_wall_draw,documented_game_entry,Verified
0x5F710,refresh_tile_visual@0x5F5A0;refresh_tile_visual_legacy@0x5F644;refresh_tile_visual_stack@0x5F598,call,bsr.w 0x5e888,0x05E888,pf_floor_draw_xy,documented_game_entry,Verified
0x5F71A,refresh_tile_visual@0x5F5A0;refresh_tile_visual_legacy@0x5F644;refresh_tile_visual_stack@0x5F598,call,bsr.w 0x5f7f0,0x05F7F0,pf_door_update_surrounding_xy,documented_game_entry,Verified
0x5F726,refresh_tile_visual@0x5F5A0;refresh_tile_visual_legacy@0x5F644;refresh_tile_visual_stack@0x5F598,call,jsr (a2),,,indirect_call,Strong inference
0x5F732,refresh_tile_visual@0x5F5A0;refresh_tile_visual_legacy@0x5F644;refresh_tile_visual_stack@0x5F598,call,bsr.w 0x5eab8,0x05EAB8,pf_wall_draw,documented_game_entry,Verified
0x5F73C,refresh_tile_visual@0x5F5A0;refresh_tile_visual_legacy@0x5F644;refresh_tile_visual_stack@0x5F598,call,jsr (a2),,,indirect_call,Strong inference
0x5F746,refresh_tile_visual@0x5F5A0;refresh_tile_visual_legacy@0x5F644;refresh_tile_visual_stack@0x5F598,call,bsr.w 0x5eab8,0x05EAB8,pf_wall_draw,documented_game_entry,Verified
0x5F750,refresh_tile_visual@0x5F5A0;refresh_tile_visual_legacy@0x5F644;refresh_tile_visual_stack@0x5F598,call,bsr.w 0x5f7f0,0x05F7F0,pf_door_update_surrounding_xy,documented_game_entry,Verified
0x5F75C,refresh_tile_visual@0x5F5A0;refresh_tile_visual_legacy@0x5F644;refresh_tile_visual_stack@0x5F598,call,jsr (a2),,,indirect_call,Strong inference
0x5F768,refresh_tile_visual@0x5F5A0;refresh_tile_visual_legacy@0x5F644;refresh_tile_visual_stack@0x5F598,call,bsr.w 0x5eab8,0x05EAB8,pf_wall_draw,documented_game_entry,Verified
0x5F7CC,maze_doors_setup@0x5F7C0,call,bsr.w 0x5f77a,0x05F77A,pf_isdoor,documented_game_entry,Verified
0x5F7D6,maze_doors_setup@0x5F7C0,call,bsr.w 0x5f876,0x05F876,pf_door_draw_xy,documented_game_entry,Verified
0x5F818,pf_door_update_surrounding@0x5F7FA;pf_door_update_surrounding_xy@0x5F7F0,call,bsr.w 0x5f77a,0x05F77A,pf_isdoor,documented_game_entry,Verified
0x5F826,pf_door_update_surrounding@0x5F7FA;pf_door_update_surrounding_xy@0x5F7F0,call,bsr.w 0x5f876,0x05F876,pf_door_draw_xy,documented_game_entry,Verified
0x5F830,pf_door_update_surrounding@0x5F7FA;pf_door_update_surrounding_xy@0x5F7F0,call,bsr.w 0x5f77a,0x05F77A,pf_isdoor,documented_game_entry,Verified
0x5F83E,pf_door_update_surrounding@0x5F7FA;pf_door_update_surrounding_xy@0x5F7F0,call,bsr.w 0x5f876,0x05F876,pf_door_draw_xy,documented_game_entry,Verified
0x5F848,pf_door_update_surrounding@0x5F7FA;pf_door_update_surrounding_xy@0x5F7F0,call,bsr.w 0x5f77a,0x05F77A,pf_isdoor,documented_game_entry,Verified
0x5F856,pf_door_update_surrounding@0x5F7FA;pf_door_update_surrounding_xy@0x5F7F0,call,bsr.w 0x5f876,0x05F876,pf_door_draw_xy,documented_game_entry,Verified
0x5F860,pf_door_update_surrounding@0x5F7FA;pf_door_update_surrounding_xy@0x5F7F0,call,bsr.w 0x5f77a,0x05F77A,pf_isdoor,documented_game_entry,Verified
0x5F86C,pf_door_update_surrounding@0x5F7FA;pf_door_update_surrounding_xy@0x5F7F0,call,bsr.w 0x5f876,0x05F876,pf_door_draw_xy,documented_game_entry,Verified
0x5F8AE,pf_door_draw@0x5F880;pf_door_draw_xy@0x5F876,call,jsr (a2),,,indirect_call,Strong inference
0x5F8BA,pf_door_draw@0x5F880;pf_door_draw_xy@0x5F876,call,jsr (a2),,,indirect_call,Strong inference
0x5F8CE,pf_door_draw@0x5F880;pf_door_draw_xy@0x5F876,call,jsr (a2),,,indirect_call,Strong inference
0x5F8DA,pf_door_draw@0x5F880;pf_door_draw_xy@0x5F876,call,jsr (a2),,,indirect_call,Strong inference
0x5F8EA,pf_door_draw@0x5F880;pf_door_draw_xy@0x5F876,call,jsr (a2),,,indirect_call,Strong inference
0x5F8F4,pf_door_draw@0x5F880;pf_door_draw_xy@0x5F876,call,jsr (a2),,,indirect_call,Strong inference
0x5F8FE,pf_door_draw@0x5F880;pf_door_draw_xy@0x5F876,call,jsr (a2),,,indirect_call,Strong inference
0x5F908,pf_door_draw@0x5F880;pf_door_draw_xy@0x5F876,call,jsr (a2),,,indirect_call,Strong inference
0x5F914,pf_door_draw@0x5F880;pf_door_draw_xy@0x5F876,call,jsr (a2),,,indirect_call,Strong inference
0x5F91E,pf_door_draw@0x5F880;pf_door_draw_xy@0x5F876,call,jsr (a2),,,indirect_call,Strong inference
0x5F928,pf_door_draw@0x5F880;pf_door_draw_xy@0x5F876,call,jsr (a2),,,indirect_call,Strong inference
0x5F932,pf_door_draw@0x5F880;pf_door_draw_xy@0x5F876,call,jsr (a2),,,indirect_call,Strong inference
0x5F942,pf_door_draw@0x5F880;pf_door_draw_xy@0x5F876,call,jsr (a2),,,indirect_call,Strong inference
0x5F94E,pf_door_draw@0x5F880;pf_door_draw_xy@0x5F876,call,jsr (a2),,,indirect_call,Strong inference
0x5F95A,pf_door_draw@0x5F880;pf_door_draw_xy@0x5F876,call,jsr (a2),,,indirect_call,Strong inference
0x5F966,pf_door_draw@0x5F880;pf_door_draw_xy@0x5F876,call,jsr (a2),,,indirect_call,Strong inference
0x5F9FA,pf_door_draw@0x5F880;pf_door_draw_xy@0x5F876,call,jsr (a2),,,indirect_call,Strong inference
0x5FA08,pf_door_draw@0x5F880;pf_door_draw_xy@0x5F876,call,jsr (a2),,,indirect_call,Strong inference
0x5FA14,pf_door_draw@0x5F880;pf_door_draw_xy@0x5F876,call,jsr (a2),,,indirect_call,Strong inference
0x5FA20,pf_door_draw@0x5F880;pf_door_draw_xy@0x5F876,call,jsr (a2),,,indirect_call,Strong inference
0x5FA30,pf_door_draw@0x5F880;pf_door_draw_xy@0x5F876,call,jsr (a2),,,indirect_call,Strong inference
0x5FA3E,pf_door_draw@0x5F880;pf_door_draw_xy@0x5F876,call,jsr (a2),,,indirect_call,Strong inference
0x5FA4A,pf_door_draw@0x5F880;pf_door_draw_xy@0x5F876,call,jsr (a2),,,indirect_call,Strong inference
0x5FA56,pf_door_draw@0x5F880;pf_door_draw_xy@0x5F876,call,jsr (a2),,,indirect_call,Strong inference
0x5FB0C,pf_door_draw@0x5F880;pf_door_draw_xy@0x5F876,call,jsr (a2),,,indirect_call,Strong inference
0x5FB1A,pf_door_draw@0x5F880;pf_door_draw_xy@0x5F876,call,jsr (a2),,,indirect_call,Strong inference
0x5FB26,pf_door_draw@0x5F880;pf_door_draw_xy@0x5F876,call,jsr (a2),,,indirect_call,Strong inference
0x5FB32,pf_door_draw@0x5F880;pf_door_draw_xy@0x5F876,call,jsr (a2),,,indirect_call,Strong inference
0x5FB42,pf_door_draw@0x5F880;pf_door_draw_xy@0x5F876,call,jsr (a2),,,indirect_call,Strong inference
0x5FB50,pf_door_draw@0x5F880;pf_door_draw_xy@0x5F876,call,jsr (a2),,,indirect_call,Strong inference
0x5FB5C,pf_door_draw@0x5F880;pf_door_draw_xy@0x5F876,call,jsr (a2),,,indirect_call,Strong inference
0x5FB68,pf_door_draw@0x5F880;pf_door_draw_xy@0x5F876,call,jsr (a2),,,indirect_call,Strong inference
0x5FCE6,pf_palette_clear@0x5FCCE,call,bsr.w 0x5fd64,0x05FD64,memclear_core,documented_game_entry,Verified
0x5FCF4,pf_palette_clear@0x5FCCE,call,bsr.w 0x5fd64,0x05FD64,memclear_core,documented_game_entry,Verified
0x5FD02,pf_palette_clear@0x5FCCE,call,bsr.w 0x5fd64,0x05FD64,memclear_core,documented_game_entry,Verified
0x5FD1E,display_state_clear@0x5FD14,call,bsr.b 0x5fd64,0x05FD64,memclear_core,documented_game_entry,Verified
0x5FD4A,display_state_clear@0x5FD14,call,bsr.b 0x5fd64,0x05FD64,memclear_core,documented_game_entry,Verified
0x5FDD8,supersorc_place_helper@0x5FDB8,call,bsr.b 0x5fde0,0x05FDE0,supersorc_place,documented_game_entry,Verified
0x5FE8C,supersorc_place@0x5FDE0,call,bsr.w 0x5e57e,0x05E57E,tile_on_screen_d4,documented_game_entry,Verified
