site,source_entries,kind,opcode,target,target_name,classification,confidence
0x5184E,dispatch:player_tile_object_jumptbl[10]@0x51844;dispatch:player_tile_object_jumptbl[11]@0x51856,call,jsr 0x4c72a.l,0x04C72A,player_give_item_with_message,documented_game_entry,Verified
0x51866,dispatch:player_tile_object_jumptbl[12]@0x5185C,call,jsr 0x4c72a.l,0x04C72A,player_give_item_with_message,documented_game_entry,Verified
0x51880,dispatch:player_tile_object_jumptbl[10]@0x51844;dispatch:player_tile_object_jumptbl[11]@0x51856;dispatch:player_tile_object_jumptbl[12]@0x5185C;dispatch:player_tile_object_jumptbl[8]@0x517BA,call,jsr (a2),,,indirect_call,Strong inference
0x51892,dispatch:player_tile_object_jumptbl[13]@0x51888,call,jsr 0x4c72a.l,0x04C72A,player_give_item_with_message,documented_game_entry,Verified
0x518AE,dispatch:player_tile_object_jumptbl[13]@0x51888,call,jsr (a2),,,indirect_call,Strong inference
0x518F2,dispatch:player_tile_object_jumptbl[15]@0x518D2,call,jsr 0x4c72a.l,0x04C72A,player_give_item_with_message,documented_game_entry,Verified
0x5196A,dispatch:player_tile_object_jumptbl[15]@0x518D2,call,jsr 0x5214c.l,0x05214C,player_add_score_with_mult,documented_game_entry,Verified
0x5197E,dispatch:player_tile_object_jumptbl[15]@0x518D2,call,jsr 0x45aca.l,0x045ACA,player_inv_update,documented_game_entry,Verified
0x5198A,dispatch:player_tile_object_jumptbl[15]@0x518D2,call,jsr (a2),,,indirect_call,Strong inference
0x519B8,dispatch:player_tile_object_jumptbl[2]@0x51998,call,jsr 0x49498.l,0x049498,playfield_showscore,documented_game_entry,Verified
0x51AB6,dispatch:player_tile_object_jumptbl[0]@0x519C2;dispatch:player_tile_object_jumptbl[2]@0x51998,call,jsr (a2),,,indirect_call,Strong inference
0x51AC4,dispatch:player_tile_object_jumptbl[0]@0x519C2;dispatch:player_tile_object_jumptbl[2]@0x51998,call,jsr 0x5214c.l,0x05214C,player_add_score_with_mult,documented_game_entry,Verified
0x51B42,dispatch:player_tile_object_jumptbl[3]/player_tile_object_jumptbl[4]@0x51ADC,call,jsr 0x4ad4e.l,0x04AD4E,sound_speech_play,documented_game_entry,Verified
0x51B4E,dispatch:player_tile_object_jumptbl[3]/player_tile_object_jumptbl[4]@0x51ADC,call,jsr 0x4ad4e.l,0x04AD4E,sound_speech_play,documented_game_entry,Verified
0x51BE8,dispatch:player_tile_object_jumptbl[3]/player_tile_object_jumptbl[4]@0x51ADC,call,jsr 0x49498.l,0x049498,playfield_showscore,documented_game_entry,Verified
0x51C06,dispatch:player_tile_object_jumptbl[3]/player_tile_object_jumptbl[4]@0x51ADC,call,jsr 0x4c440.l,0x04C440,dialog_first_encounter,documented_game_entry,Verified
0x51C82,dispatch:player_tile_object_jumptbl[3]/player_tile_object_jumptbl[4]@0x51ADC,call,jsr 0x5fc4e.l,0x05FC4E,getrandom,documented_game_entry,Verified
0x51CA4,dispatch:player_tile_object_jumptbl[3]/player_tile_object_jumptbl[4]@0x51ADC,call,jsr (a2),,,indirect_call,Strong inference
0x51CB4,dispatch:player_tile_object_jumptbl[3]/player_tile_object_jumptbl[4]@0x51ADC,call,jsr 0x4c440.l,0x04C440,dialog_first_encounter,documented_game_entry,Verified
0x51CE8,dispatch:player_tile_object_jumptbl[3]/player_tile_object_jumptbl[4]@0x51ADC,call,jsr 0x4c440.l,0x04C440,dialog_first_encounter,documented_game_entry,Verified
0x51D48,dispatch:player_tile_object_jumptbl[3]/player_tile_object_jumptbl[4]@0x51ADC,call,jsr 0x5fc4e.l,0x05FC4E,getrandom,documented_game_entry,Verified
0x51D6A,dispatch:player_tile_object_jumptbl[3]/player_tile_object_jumptbl[4]@0x51ADC,call,jsr 0x5fc4e.l,0x05FC4E,getrandom,documented_game_entry,Verified
0x51D92,dispatch:player_tile_object_jumptbl[3]/player_tile_object_jumptbl[4]@0x51ADC,call,jsr (a2),,,indirect_call,Strong inference
0x51DC2,dispatch:player_tile_lowtype_jumptbl[4]@0x51D9C,call,jsr 0x45aca.l,0x045ACA,player_inv_update,documented_game_entry,Verified
0x51DD8,dispatch:player_tile_lowtype_jumptbl[4]@0x51D9C,call,jsr 0x51e80.l,0x051E80,door_record_endpoints,documented_game_entry,Verified
0x51DE4,dispatch:player_tile_lowtype_jumptbl[4]@0x51D9C,call,jsr (a2),,,indirect_call,Strong inference
0x51E0E,dispatch:player_tile_lowtype_jumptbl[3]@0x51DE8,call,jsr 0x45aca.l,0x045ACA,player_inv_update,documented_game_entry,Verified
0x51E24,dispatch:player_tile_lowtype_jumptbl[3]@0x51DE8,call,jsr 0x51e80.l,0x051E80,door_record_endpoints,documented_game_entry,Verified
0x51E30,dispatch:player_tile_lowtype_jumptbl[3]@0x51DE8,call,jsr (a2),,,indirect_call,Strong inference
0x51E48,dispatch:player_tile_lowtype_jumptbl[3]@0x51DE8;dispatch:player_tile_lowtype_jumptbl[4]@0x51D9C;dispatch:player_tile_object_jumptbl[0]@0x519C2;dispatch:player_tile_object_jumptbl[10]@0x51844;dispatch:player_tile_object_jumptbl[11]@0x51856;dispatch:player_tile_object_jumptbl[12]@0x5185C;dispatch:player_tile_object_jumptbl[13]@0x51888;dispatch:player_tile_object_jumptbl[15]@0x518D2;dispatch:player_tile_object_jumptbl[2]@0x51998;dispatch:player_tile_object_jumptbl[3]/player_tile_object_jumptbl[4]@0x51ADC;dispatch:player_tile_object_jumptbl[5]/player_tile_object_jumptbl[6]@0x5162E;dispatch:player_tile_object_jumptbl[7]@0x51458;dispatch:player_tile_object_jumptbl[8]@0x517BA;dispatch:player_tile_object_jumptbl[9]@0x517DE,call,jsr 0x549ea.l,0x0549EA,dragon_player_proximity,documented_game_entry,Verified
0x51E6A,dispatch:player_tile_lowtype_jumptbl[3]@0x51DE8;dispatch:player_tile_lowtype_jumptbl[4]@0x51D9C;dispatch:player_tile_object_jumptbl[0]@0x519C2;dispatch:player_tile_object_jumptbl[10]@0x51844;dispatch:player_tile_object_jumptbl[11]@0x51856;dispatch:player_tile_object_jumptbl[12]@0x5185C;dispatch:player_tile_object_jumptbl[13]@0x51888;dispatch:player_tile_object_jumptbl[15]@0x518D2;dispatch:player_tile_object_jumptbl[2]@0x51998;dispatch:player_tile_object_jumptbl[3]/player_tile_object_jumptbl[4]@0x51ADC;dispatch:player_tile_object_jumptbl[5]/player_tile_object_jumptbl[6]@0x5162E;dispatch:player_tile_object_jumptbl[7]@0x51458;dispatch:player_tile_object_jumptbl[8]@0x517BA;dispatch:player_tile_object_jumptbl[9]@0x517DE,call,jsr 0x5ddda.l,0x05DDDA,moblist_remove_and_clear,documented_game_entry,Verified
0x51F52,door_record_endpoints@0x51E80,call,jsr 0x51fae.l,0x051FAE,door_scan_vertical_endpoints,documented_game_entry,Verified
0x51F68,door_record_endpoints@0x51E80,call,jsr 0x5207c.l,0x05207C,door_scan_horizontal_endpoints,documented_game_entry,Verified
0x51F80,door_record_endpoints@0x51E80,call,jsr 0x5207c.l,0x05207C,door_scan_horizontal_endpoints,documented_game_entry,Verified
0x51F96,door_record_endpoints@0x51E80,call,jsr 0x51fae.l,0x051FAE,door_scan_vertical_endpoints,documented_game_entry,Verified
0x51F9E,door_record_endpoints@0x51E80,call,jsr 0x45c00.l,0x045C00,main_open_doors,documented_game_entry,Verified
0x51FE0,door_scan_vertical_endpoints@0x51FAE,call,jsr 0x5f772.l,0x05F772,pf_isdoor_stack,documented_game_entry,Verified
0x52030,door_scan_vertical_endpoints@0x51FAE,call,jsr 0x5f772.l,0x05F772,pf_isdoor_stack,documented_game_entry,Verified
0x520AE,door_scan_horizontal_endpoints@0x5207C,call,jsr 0x5f772.l,0x05F772,pf_isdoor_stack,documented_game_entry,Verified
0x52100,door_scan_horizontal_endpoints@0x5207C,call,jsr 0x5f772.l,0x05F772,pf_isdoor_stack,documented_game_entry,Verified
0x5220C,mob_collision_test@0x52192,jump,"jmp 0x52210(pc, d0.w)",,mob_collision_object_jumptbl@0x52210,documented_computed_dispatch,Verified
0x52290,dispatch:mob_collision_object_jumptbl[5]@0x5227A,call,jsr 0x4f5c8.l,0x04F5C8,thief_remove_and_drop_loot,documented_game_entry,Verified
0x5229E,dispatch:mob_collision_object_jumptbl[5]@0x5227A,call,jsr (a4),,,indirect_call,Strong inference
0x522E6,dispatch:mob_collision_object_jumptbl[3]/mob_collision_object_jumptbl[4]@0x522D8,call,jsr 0x4aea0.l,0x04AEA0,shot_onscreen_check,documented_game_entry,Verified
0x522FC,dispatch:mob_collision_object_jumptbl[38]@0x525FC;dispatch:mob_collision_object_jumptbl[3]/mob_collision_object_jumptbl[4]@0x522D8,call,jsr 0x511ac.l,0x0511AC,player_tile_interact,documented_game_entry,Verified
0x52322,dispatch:mob_collision_object_jumptbl[8]/mob_collision_object_jumptbl[15]/mob_collision_object_jumptbl[17]@0x5230C,call,jsr 0x495a6.l,0x0495A6,monster_playerhit,documented_game_entry,Verified
0x52336,dispatch:mob_collision_object_jumptbl[12]@0x52378;dispatch:mob_collision_object_jumptbl[9]/mob_collision_object_jumptbl[10]/mob_collision_object_jumptbl[11]/mob_collision_object_jumptbl[13]@0x523CE,call,jsr 0x5214c.l,0x05214C,player_add_score_with_mult,documented_game_entry,Verified
0x52348,dispatch:mob_collision_object_jumptbl[12]@0x52378;dispatch:mob_collision_object_jumptbl[18]/mob_collision_object_jumptbl[21]/mob_collision_object_jumptbl[24]/mob_collision_object_jumptbl[27]/mob_collision_object_jumptbl[30]/mob_collision_object_jumptbl[33]@0x524B4;dispatch:mob_collision_object_jumptbl[9]/mob_collision_object_jumptbl[10]/mob_collision_object_jumptbl[11]/mob_collision_object_jumptbl[13]@0x523CE,call,jsr 0x47dae.l,0x047DAE,shot_impact_spawn,documented_game_entry,Verified
0x52354,dispatch:mob_collision_object_jumptbl[12]@0x52378;dispatch:mob_collision_object_jumptbl[18]/mob_collision_object_jumptbl[21]/mob_collision_object_jumptbl[24]/mob_collision_object_jumptbl[27]/mob_collision_object_jumptbl[30]/mob_collision_object_jumptbl[33]@0x524B4;dispatch:mob_collision_object_jumptbl[9]/mob_collision_object_jumptbl[10]/mob_collision_object_jumptbl[11]/mob_collision_object_jumptbl[13]@0x523CE,call,jsr 0x5ddda.l,0x05DDDA,moblist_remove_and_clear,documented_game_entry,Verified
0x523E2,dispatch:mob_collision_object_jumptbl[12]@0x52378;dispatch:mob_collision_object_jumptbl[9]/mob_collision_object_jumptbl[10]/mob_collision_object_jumptbl[11]/mob_collision_object_jumptbl[13]@0x523CE,call,jsr (a4),,,indirect_call,Strong inference
0x523F6,dispatch:mob_collision_object_jumptbl[12]@0x52378;dispatch:mob_collision_object_jumptbl[9]/mob_collision_object_jumptbl[10]/mob_collision_object_jumptbl[11]/mob_collision_object_jumptbl[13]@0x523CE,call,jsr 0x5fc4e.l,0x05FC4E,getrandom,documented_game_entry,Verified
0x5244A,dispatch:mob_collision_object_jumptbl[12]@0x52378;dispatch:mob_collision_object_jumptbl[9]/mob_collision_object_jumptbl[10]/mob_collision_object_jumptbl[11]/mob_collision_object_jumptbl[13]@0x523CE,call,jsr 0x47dae.l,0x047DAE,shot_impact_spawn,documented_game_entry,Verified
0x5245A,dispatch:mob_collision_object_jumptbl[12]@0x52378;dispatch:mob_collision_object_jumptbl[9]/mob_collision_object_jumptbl[10]/mob_collision_object_jumptbl[11]/mob_collision_object_jumptbl[13]@0x523CE,call,jsr 0x5214c.l,0x05214C,player_add_score_with_mult,documented_game_entry,Verified
0x524D0,dispatch:mob_collision_object_jumptbl[18]/mob_collision_object_jumptbl[21]/mob_collision_object_jumptbl[24]/mob_collision_object_jumptbl[27]/mob_collision_object_jumptbl[30]/mob_collision_object_jumptbl[33]@0x524B4,call,jsr 0x5fc4e.l,0x05FC4E,getrandom,documented_game_entry,Verified
0x524E4,dispatch:mob_collision_object_jumptbl[18]/mob_collision_object_jumptbl[21]/mob_collision_object_jumptbl[24]/mob_collision_object_jumptbl[27]/mob_collision_object_jumptbl[30]/mob_collision_object_jumptbl[33]@0x524B4,call,jsr 0x5214c.l,0x05214C,player_add_score_with_mult,documented_game_entry,Verified
0x524F2,dispatch:mob_collision_object_jumptbl[18]/mob_collision_object_jumptbl[21]/mob_collision_object_jumptbl[24]/mob_collision_object_jumptbl[27]/mob_collision_object_jumptbl[30]/mob_collision_object_jumptbl[33]@0x524B4,call,jsr (a4),,,indirect_call,Strong inference
0x5251A,dispatch:mob_collision_object_jumptbl[19]/mob_collision_object_jumptbl[22]/mob_collision_object_jumptbl[25]/mob_collision_object_jumptbl[28]/mob_collision_object_jumptbl[31]/mob_collision_object_jumptbl[34]@0x524FC,call,jsr 0x5fc4e.l,0x05FC4E,getrandom,documented_game_entry,Verified
0x5252E,dispatch:mob_collision_object_jumptbl[19]/mob_collision_object_jumptbl[22]/mob_collision_object_jumptbl[25]/mob_collision_object_jumptbl[28]/mob_collision_object_jumptbl[31]/mob_collision_object_jumptbl[34]@0x524FC;dispatch:mob_collision_object_jumptbl[20]/mob_collision_object_jumptbl[23]/mob_collision_object_jumptbl[26]/mob_collision_object_jumptbl[29]/mob_collision_object_jumptbl[32]/mob_collision_object_jumptbl[35]@0x5258E,call,jsr (a4),,,indirect_call,Strong inference
0x5253C,dispatch:mob_collision_object_jumptbl[19]/mob_collision_object_jumptbl[22]/mob_collision_object_jumptbl[25]/mob_collision_object_jumptbl[28]/mob_collision_object_jumptbl[31]/mob_collision_object_jumptbl[34]@0x524FC;dispatch:mob_collision_object_jumptbl[20]/mob_collision_object_jumptbl[23]/mob_collision_object_jumptbl[26]/mob_collision_object_jumptbl[29]/mob_collision_object_jumptbl[32]/mob_collision_object_jumptbl[35]@0x5258E,call,jsr 0x47dae.l,0x047DAE,shot_impact_spawn,documented_game_entry,Verified
0x52578,dispatch:mob_collision_object_jumptbl[19]/mob_collision_object_jumptbl[22]/mob_collision_object_jumptbl[25]/mob_collision_object_jumptbl[28]/mob_collision_object_jumptbl[31]/mob_collision_object_jumptbl[34]@0x524FC;dispatch:mob_collision_object_jumptbl[20]/mob_collision_object_jumptbl[23]/mob_collision_object_jumptbl[26]/mob_collision_object_jumptbl[29]/mob_collision_object_jumptbl[32]/mob_collision_object_jumptbl[35]@0x5258E,call,jsr 0x5214c.l,0x05214C,player_add_score_with_mult,documented_game_entry,Verified
0x525AA,dispatch:mob_collision_object_jumptbl[20]/mob_collision_object_jumptbl[23]/mob_collision_object_jumptbl[26]/mob_collision_object_jumptbl[29]/mob_collision_object_jumptbl[32]/mob_collision_object_jumptbl[35]@0x5258E,call,jsr 0x5fc4e.l,0x05FC4E,getrandom,documented_game_entry,Verified
0x52620,dispatch:mob_collision_object_jumptbl[37]@0x52606,call,jsr 0x4c440.l,0x04C440,dialog_first_encounter,documented_game_entry,Verified
0x5263E,dispatch:mob_collision_object_jumptbl[37]@0x52606,call,jsr 0x45aca.l,0x045ACA,player_inv_update,documented_game_entry,Verified
0x5264A,dispatch:mob_collision_object_jumptbl[37]@0x52606,call,jsr 0x4ad76.l,0x04AD76,sound_play,documented_game_entry,Verified
0x5266C,dispatch:mob_collision_object_jumptbl[37]@0x52606,call,jsr 0x47c0e.l,0x047C0E,tport_cycle_start,documented_game_entry,Verified
0x52680,dispatch:mob_collision_object_jumptbl[37]@0x52606,call,jsr 0x5fc4e.l,0x05FC4E,getrandom,documented_game_entry,Verified
0x5273E,dispatch:mob_collision_object_jumptbl[37]@0x52606,call,jsr 0x5dc58.l,0x05DC58,mob_create,documented_game_entry,Verified
0x5274C,dispatch:mob_collision_object_jumptbl[37]@0x52606,call,jsr (a4),,,indirect_call,Strong inference
0x5275A,dispatch:mob_collision_object_jumptbl[16]@0x52752,call,jsr (a4),,,indirect_call,Strong inference
0x527B4,dispatch:mob_collision_object_jumptbl[16]@0x52752,call,jsr 0x5fdb8.l,0x05FDB8,supersorc_place_helper,documented_game_entry,Verified
0x527CE,dispatch:mob_collision_object_jumptbl[16]@0x52752,call,jsr 0x5dd72.l,0x05DD72,moblist_replace,documented_game_entry,Verified
0x52826,dispatch:mob_collision_object_jumptbl[16]@0x52752,call,jsr 0x510fc.l,0x0510FC,calc_direction,documented_game_entry,Verified
0x5286C,dispatch:mob_collision_object_jumptbl[16]@0x52752;dispatch:mob_collision_object_jumptbl[50]@0x52864,call,jsr (a4),,,indirect_call,Strong inference
0x528D0,main_exit_move@0x5287C,call,jsr 0x52b06.l,0x052B06,exit_get_id,documented_game_entry,Verified
0x52958,main_exit_move@0x5287C,call,jsr 0x52b40.l,0x052B40,player_exit_sequence,documented_game_entry,Verified
0x5296E,main_exit_move@0x5287C,call,jsr 0x5ddda.l,0x05DDDA,moblist_remove_and_clear,documented_game_entry,Verified
0x5297E,main_exit_move@0x5287C,call,jsr 0x4f5c8.l,0x04F5C8,thief_remove_and_drop_loot,documented_game_entry,Verified
0x529F6,main_exit_move@0x5287C,call,jsr 0x5e536.l,0x05E536,pf_stamp_update,documented_game_entry,Verified
0x52A46,main_exit_move@0x5287C,call,jsr 0x5e536.l,0x05E536,pf_stamp_update,documented_game_entry,Verified
0x52A52,main_exit_move@0x5287C,call,jsr 0x4ad76.l,0x04AD76,sound_play,documented_game_entry,Verified
0x52A8A,main_exit_move@0x5287C,call,jsr 0x5e536.l,0x05E536,pf_stamp_update,documented_game_entry,Verified
0x52AA4,main_exit_move@0x5287C,call,jsr 0x5e892.l,0x05E892,pf_floor_update,documented_game_entry,Verified
0x52AD8,main_exit_move@0x5287C,call,jsr 0x5e536.l,0x05E536,pf_stamp_update,documented_game_entry,Verified
0x52AF6,main_exit_move@0x5287C,call,jsr 0x5e536.l,0x05E536,pf_stamp_update,documented_game_entry,Verified
0x52C58,player_exit_sequence@0x52B40,call,jsr 0x4e122.l,0x04E122,thief_exit,documented_game_entry,Verified
0x52D38,player_exit_sequence@0x52B40,call,jsr 0x5df80.l,0x05DF80,exit_create_player_anim,documented_game_entry,Verified
0x52D76,player_exit_sequence@0x52B40,call,jsr 0x5ddda.l,0x05DDDA,moblist_remove_and_clear,documented_game_entry,Verified
0x52E10,player_exit_sequence@0x52B40,call,jsr 0x52eca.l,0x052ECA,maze_checknum,documented_game_entry,Verified
0x52E50,player_exit_sequence@0x52B40,call,jsr 0x52eca.l,0x052ECA,maze_checknum,documented_game_entry,Verified
0x52EAE,player_exit_sequence@0x52B40,call,jsr 0x4ad76.l,0x04AD76,sound_play,documented_game_entry,Verified
0x52EE4,maze_checknum@0x52ECA,call,jsr 0x56e58.l,0x056E58,slapstic_cmd_bank0,documented_game_entry,Verified
0x52F48,maze_forcefield_setup@0x52F26,call,jsr (a2),,,indirect_call,Strong inference
0x52F56,maze_forcefield_setup@0x52F26,call,jsr (a2),,,indirect_call,Strong inference
0x52F66,maze_forcefield_setup@0x52F26,call,jsr (a2),,,indirect_call,Strong inference
0x52F72,maze_forcefield_setup@0x52F26,call,jsr (a2),,,indirect_call,Strong inference
0x53106,wall_crumble@0x5303A,call,jsr 0x5f31e.l,0x05F31E,pf_replace,documented_game_entry,Verified
0x53124,wall_crumble@0x5303A,call,jsr 0x5e536.l,0x05E536,pf_stamp_update,documented_game_entry,Verified
0x53182,game_options_display@0x5317C,call,jsr 0x248.l,0x000248,run_game_options,documented_os_api,Verified
0x534F0,forcefield_segments_setup@0x53398,call,jsr 0x5e536.l,0x05E536,pf_stamp_update,documented_game_entry,Verified
0x535E2,forcefield_segments_setup@0x53398,call,jsr 0x5e536.l,0x05E536,pf_stamp_update,documented_game_entry,Verified
0x5363C,forcefield_segments_setup@0x53398,call,jsr 0x5e536.l,0x05E536,pf_stamp_update,documented_game_entry,Verified
0x537D0,player_create_shot@0x53666,call,jsr 0x5df9c.l,0x05DF9C,mob_place_explosion,documented_game_entry,Verified
0x537F0,player_create_shot@0x53666,call,jsr 0x4ad76.l,0x04AD76,sound_play,documented_game_entry,Verified
0x538FA,shot_reflect_calc@0x53818,jump,"jmp 0x538fe(pc, d0.w)",,shot_reflect_center_jumptbl@0x538FE,documented_computed_dispatch,Verified
0x53920,shot_reflect_calc@0x53818,jump,"jmp 0x53924(pc, d0.w)",,shot_reflect_neg42_jumptbl@0x53924,documented_computed_dispatch,Verified
0x53944,shot_reflect_calc@0x53818,jump,"jmp 0x53948(pc, d0.w)",,shot_reflect_neg22_jumptbl@0x53948,documented_computed_dispatch,Verified
0x53966,shot_reflect_calc@0x53818,jump,"jmp 0x5396a(pc, d0.w)",,shot_reflect_pos1e_jumptbl@0x5396A,documented_computed_dispatch,Verified
0x5398E,shot_reflect_calc@0x53818,jump,"jmp 0x53992(pc, d0.w)",,shot_reflect_pos3e_jumptbl@0x53992,documented_computed_dispatch,Verified
0x53CD0,dispatch:shot_reflect_center_jumptbl[0]/shot_reflect_center_jumptbl[1]@0x53C84;dispatch:shot_reflect_center_jumptbl[3]/shot_reflect_center_jumptbl[4]@0x53C98;dispatch:shot_reflect_neg22_jumptbl[2]@0x53C58;dispatch:shot_reflect_neg42_jumptbl[0]/shot_reflect_neg42_jumptbl[1]/shot_reflect_neg22_jumptbl[0]/shot_reflect_neg22_jumptbl[1]@0x5399C;dispatch:shot_reflect_neg42_jumptbl[3]/shot_reflect_neg42_jumptbl[4]/shot_reflect_neg22_jumptbl[3]/shot_reflect_neg22_jumptbl[4]@0x53A50;dispatch:shot_reflect_pos1e_jumptbl[0]/shot_reflect_pos1e_jumptbl[1]/shot_reflect_pos3e_jumptbl[0]/shot_reflect_pos3e_jumptbl[1]@0x53AFC;dispatch:shot_reflect_pos1e_jumptbl[2]@0x53C6E;dispatch:shot_reflect_pos1e_jumptbl[3]/shot_reflect_pos1e_jumptbl[4]/shot_reflect_pos3e_jumptbl[3]/shot_reflect_pos3e_jumptbl[4]@0x53BA6;shot_reflect_calc@0x53818,call,jsr 0x4ad76.l,0x04AD76,sound_play,documented_game_entry,Verified
0x5416E,dragon_shot_hit@0x54112,call,jsr 0x47dae.l,0x047DAE,shot_impact_spawn,documented_game_entry,Verified
0x54180,dragon_shot_hit@0x54112,call,jsr 0x4ad76.l,0x04AD76,sound_play,documented_game_entry,Verified
0x5419E,dragon_shot_hit@0x54112,call,jsr 0x5fc4e.l,0x05FC4E,getrandom,documented_game_entry,Verified
0x54274,dragon_shot_hit@0x54112,call,jsr 0x47c0e.l,0x047C0E,tport_cycle_start,documented_game_entry,Verified
0x54280,dragon_shot_hit@0x54112,call,jsr 0x5ddda.l,0x05DDDA,moblist_remove_and_clear,documented_game_entry,Verified
0x54290,dragon_shot_hit@0x54112,call,jsr 0x5ddda.l,0x05DDDA,moblist_remove_and_clear,documented_game_entry,Verified
0x542A0,dragon_shot_hit@0x54112,call,jsr 0x5ddda.l,0x05DDDA,moblist_remove_and_clear,documented_game_entry,Verified
0x542B0,dragon_shot_hit@0x54112,call,jsr 0x5ddda.l,0x05DDDA,moblist_remove_and_clear,documented_game_entry,Verified
0x54358,dragon_shot_hit@0x54112,call,jsr 0x5dc58.l,0x05DC58,mob_create,documented_game_entry,Verified
0x543EE,dragon_shot_hit@0x54112,call,jsr 0x5fc4e.l,0x05FC4E,getrandom,documented_game_entry,Verified
0x54404,dragon_shot_hit@0x54112,call,jsr 0x5dc58.l,0x05DC58,mob_create,documented_game_entry,Verified
0x54524,main_handle_dragon@0x54454,call,jsr 0x5fc4e.l,0x05FC4E,getrandom,documented_game_entry,Verified
0x54590,main_handle_dragon@0x54454,call,jsr 0x5fc4e.l,0x05FC4E,getrandom,documented_game_entry,Verified
0x546CA,main_handle_dragon@0x54454,call,jsr 0x540e8.l,0x0540E8,dragon_find_free_shot_slot,documented_game_entry,Verified
0x546EC,main_handle_dragon@0x54454,call,jsr 0x54748.l,0x054748,dragon_fire_setup,documented_game_entry,Verified
0x546F2,main_handle_dragon@0x54454,call,jsr 0x53e4a.l,0x053E4A,dragon_choose_move_direction,documented_game_entry,Verified
0x54732,main_handle_dragon@0x54454,call,jsr 0x53d10.l,0x053D10,dragon_update_segments,documented_game_entry,Verified
0x5495E,dragon_fire_setup@0x54748,call,jsr 0x5df68.l,0x05DF68,mob_place_shot,documented_game_entry,Verified
0x54AE8,dragon_player_proximity@0x549EA,call,jsr 0x4ad76.l,0x04AD76,sound_play,documented_game_entry,Verified
0x54B1C,dragon_any_segment_near_screen@0x54AF8,call,jsr (a2),,,indirect_call,Strong inference
0x54B2E,dragon_any_segment_near_screen@0x54AF8,call,jsr (a2),,,indirect_call,Strong inference
0x54B40,dragon_any_segment_near_screen@0x54AF8,call,jsr (a2),,,indirect_call,Strong inference
0x54B52,dragon_any_segment_near_screen@0x54AF8,call,jsr (a2),,,indirect_call,Strong inference
0x54F6A,secret_getname@0x54EC6,call,jsr 0x25a.l,0x00025A,draw_string,documented_os_api,Verified
0x54F92,secret_getname@0x54EC6,call,jsr 0x218.l,0x000218,write_alpha_char,documented_os_api,Verified
0x54FA4,secret_getname@0x54EC6,call,jsr 0x200.l,0x000200,display_large_text,documented_os_api,Verified
0x54FB6,secret_getname@0x54EC6,call,jsr 0x142.l,0x000142,display_text,documented_os_api,Verified
0x550C0,secret_name_entry_update@0x54FE8,call,jsr 0x55440.l,0x055440,name_entry_step_char,documented_game_entry,Verified
0x550FC,secret_name_entry_update@0x54FE8,call,jsr 0x554b6.l,0x0554B6,name_entry_draw_char,documented_game_entry,Verified
0x551E8,secret_name_entry_update@0x54FE8,call,jsr 0x554b6.l,0x0554B6,name_entry_draw_char,documented_game_entry,Verified
0x5523E,secret_name_entry_update@0x54FE8,call,jsr 0x554b6.l,0x0554B6,name_entry_draw_char,documented_game_entry,Verified
0x552A6,secret_name_entry_update@0x54FE8,call,jsr 0x218.l,0x000218,write_alpha_char,documented_os_api,Verified
0x552CA,secret_name_entry_update@0x54FE8,call,jsr 0x218.l,0x000218,write_alpha_char,documented_os_api,Verified
0x552DC,secret_name_entry_update@0x54FE8,call,jsr 0x54be0.l,0x054BE0,secret_code_build,documented_game_entry,Verified
0x552EE,secret_name_entry_update@0x54FE8,call,jsr 0x200.l,0x000200,display_large_text,documented_os_api,Verified
0x55312,secret_name_entry_update@0x54FE8,call,jsr 0x25a.l,0x00025A,draw_string,documented_os_api,Verified
0x55346,secret_name_entry_update@0x54FE8,call,jsr 0x260.l,0x000260,display_decimal_value,documented_os_api,Verified
0x5536A,secret_name_entry_update@0x54FE8,call,jsr 0x25a.l,0x00025A,draw_string,documented_os_api,Verified
0x5538E,secret_name_entry_update@0x54FE8,call,jsr 0x25a.l,0x00025A,draw_string,documented_os_api,Verified
0x553B2,secret_name_entry_update@0x54FE8,call,jsr 0x25a.l,0x00025A,draw_string,documented_os_api,Verified
0x553E8,secret_name_entry_update@0x54FE8,call,jsr 0x4a44a.l,0x04A44A,name_entry_draw_large_char,documented_game_entry,Verified
0x55502,name_entry_draw_char@0x554B6,call,jsr 0x218.l,0x000218,write_alpha_char,documented_os_api,Verified
0x55610,name_entry_draw_char_copy@0x555C4,call,jsr 0x218.l,0x000218,write_alpha_char,documented_os_api,Verified
0x5DC80,mob_create@0x5DC58,call,bsr.b 0x5dcbc,0x05DCBC,moblist_insert,documented_game_entry,Verified
0x5DDA0,moblist_replace@0x5DD72,call,bsr.b 0x5de0a,0x05DE0A,move_mob_slot,documented_game_entry,Verified
0x5DDD0,moblist_remove@0x5DDA8,call,bsr.w 0x5ded4,0x05DED4,moblist_unlink_regs,documented_game_entry,Verified
0x5DE02,moblist_remove_and_clear@0x5DDDA,call,bsr.b 0x5de44,0x05DE44,moblist_remove_and_clear_regs,documented_game_entry,Verified
0x5DE0A,move_mob_slot@0x5DE0A,call,bsr.w 0x5dcbc,0x05DCBC,moblist_insert,documented_game_entry,Verified
0x5E4B0,main_walls_random_move@0x5E41A,call,bsr.w 0x5fc46,0x05FC46,random_word,documented_game_entry,Verified
